id,date,layer,total_cases,new_cases,active_cases_7,active_cases_14,new_cases_mean_7,new_cases_mean_14,max_new_cases,max_new_cases_date
33015,2021-02-26,cnig_municipios,32,0,0,1,0.0,0.07142857142857142,4,2021-01-22
33035,2021-02-25,cnig_municipios,403,4,12,35,1.7142857142857142,2.5,11,2020-11-08
33001,2021-02-25,cnig_municipios,51,0,0,0,0.0,0.0,5,2020-10-27
33002,2021-02-25,cnig_municipios,450,0,4,32,0.5714285714285714,2.2857142857142856,23,2021-01-28
33078,2021-02-25,cnig_municipios,8,0,0,0,0.0,0.0,3,2021-01-15
33058,2021-02-25,cnig_municipios,69,0,2,2,0.2857142857142857,0.14285714285714285,22,2020-10-15
33046,2021-02-25,cnig_municipios,10,0,1,8,0.14285714285714285,0.5714285714285714,5,2021-02-18
33020,2021-02-25,cnig_municipios,815,0,15,42,2.142857142857143,3.0,39,2021-01-24
33041,2021-02-25,cnig_municipios,124,3,13,22,1.8571428571428572,1.5714285714285714,5,2020-10-18
33021,2021-02-25,cnig_municipios,301,2,5,17,0.7142857142857143,1.2142857142857142,11,2021-01-29
33010,2021-02-25,cnig_municipios,67,0,0,0,0.0,0.0,4,2020-04-03
33038,2021-02-25,cnig_municipios,56,0,1,2,0.14285714285714285,0.14285714285714285,3,2021-01-27
33004,2021-02-25,cnig_municipios,4214,11,78,193,11.142857142857142,13.785714285714286,99,2021-01-29
33012,2021-02-25,cnig_municipios,140,1,3,7,0.42857142857142855,0.5,5,2021-01-24
33027,2021-02-25,cnig_municipios,11,0,1,3,0.14285714285714285,0.21428571428571427,3,2020-10-05
33047,2021-02-25,cnig_municipios,22,0,0,0,0.0,0.0,3,2020-12-22
33071,2021-02-25,cnig_municipios,18,0,0,2,0.0,0.14285714285714285,4,2021-02-03
33007,2021-02-25,cnig_municipios,27,0,6,8,0.8571428571428571,0.5714285714285714,3,2020-09-14
33062,2021-02-25,cnig_municipios,13,1,1,1,0.14285714285714285,0.07142857142857142,2,2021-02-02
33063,2021-02-25,cnig_municipios,9,0,0,0,0.0,0.0,3,2021-01-27
33009,2021-02-25,cnig_municipios,17,1,3,5,0.42857142857142855,0.35714285714285715,3,2020-10-09
33056,2021-02-25,cnig_municipios,139,2,7,18,1.0,1.2857142857142858,12,2021-01-28
33057,2021-02-25,cnig_municipios,48,0,0,0,0.0,0.0,4,2021-01-11
33025,2021-02-25,cnig_municipios,460,1,5,14,0.7142857142857143,1.0,12,2021-02-03
33065,2021-02-25,cnig_municipios,37,0,1,11,0.14285714285714285,0.7857142857142857,4,2021-01-28
33074,2021-02-25,cnig_municipios,58,0,2,2,0.2857142857142857,0.14285714285714285,5,2021-02-02
33033,2021-02-25,cnig_municipios,696,1,11,34,1.5714285714285714,2.4285714285714284,37,2020-11-24
33053,2021-02-25,cnig_municipios,81,0,0,0,0.0,0.0,21,2021-01-22
33044,2021-02-25,cnig_municipios,8700,30,216,524,30.857142857142858,37.42857142857143,156,2020-11-11
33061,2021-02-25,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33019,2021-02-25,cnig_municipios,74,0,1,2,0.14285714285714285,0.14285714285714285,3,2021-01-16
33006,2021-02-25,cnig_municipios,65,0,3,10,0.42857142857142855,0.7142857142857143,5,2021-02-16
33051,2021-02-25,cnig_municipios,302,1,7,12,1.0,0.8571428571428571,22,2020-04-11
33031,2021-02-25,cnig_municipios,1875,15,76,112,10.857142857142858,8.0,74,2020-11-12
33022,2021-02-25,cnig_municipios,6,0,0,0,0.0,0.0,2,2020-11-16
33005,2021-02-25,cnig_municipios,29,0,3,3,0.42857142857142855,0.21428571428571427,3,2021-02-19
33045,2021-02-25,cnig_municipios,189,1,5,6,0.7142857142857143,0.42857142857142855,9,2021-01-20
33034,2021-02-25,cnig_municipios,316,2,8,26,1.1428571428571428,1.8571428571428572,8,2020-09-18
33055,2021-02-25,cnig_municipios,27,0,0,0,0.0,0.0,5,2021-01-18
33067,2021-02-25,cnig_municipios,41,0,0,0,0.0,0.0,6,2020-11-10
33008,2021-02-25,cnig_municipios,32,0,3,6,0.42857142857142855,0.42857142857142855,4,2021-02-09
33043,2021-02-25,cnig_municipios,9,0,0,0,0.0,0.0,2,2020-09-20
33039,2021-02-25,cnig_municipios,47,0,0,0,0.0,0.0,3,2020-11-06
33068,2021-02-25,cnig_municipios,15,1,1,2,0.14285714285714285,0.14285714285714285,2,2020-10-27
33077,2021-02-25,cnig_municipios,9,0,0,0,0.0,0.0,3,2021-01-09
33076,2021-02-25,cnig_municipios,487,2,6,12,0.8571428571428571,0.8571428571428571,35,2020-11-05
33026,2021-02-25,cnig_municipios,527,0,1,3,0.14285714285714285,0.21428571428571427,41,2020-03-19
33066,2021-02-25,cnig_municipios,1860,6,40,88,5.714285714285714,6.285714285714286,61,2020-11-13
33024,2021-02-25,cnig_municipios,12744,31,250,565,35.714285714285715,40.357142857142854,368,2020-11-13
33023,2021-02-25,cnig_municipios,41,0,0,2,0.0,0.14285714285714285,3,2021-01-20
33070,2021-02-25,cnig_municipios,62,0,0,4,0.0,0.2857142857142857,4,2020-03-15
33028,2021-02-25,cnig_municipios,20,0,0,0,0.0,0.0,3,2020-12-11
33014,2021-02-25,cnig_municipios,414,1,3,18,0.42857142857142855,1.2857142857142858,18,2020-10-30
33037,2021-02-25,cnig_municipios,1488,4,11,33,1.5714285714285714,2.357142857142857,41,2020-10-09
33064,2021-02-25,cnig_municipios,12,0,0,0,0.0,0.0,3,2020-12-17
33029,2021-02-25,cnig_municipios,5,0,1,4,0.14285714285714285,0.2857142857142857,2,2021-02-16
33036,2021-02-25,cnig_municipios,425,0,1,8,0.14285714285714285,0.5714285714285714,15,2021-01-16
33054,2021-02-25,cnig_municipios,42,1,4,4,0.5714285714285714,0.2857142857142857,3,2020-11-10
33060,2021-02-25,cnig_municipios,686,10,21,27,3.0,1.9285714285714286,34,2020-11-05
33059,2021-02-25,cnig_municipios,194,0,5,5,0.7142857142857143,0.35714285714285715,17,2021-01-27
33018,2021-02-25,cnig_municipios,58,0,0,7,0.0,0.5,5,2021-02-09
33048,2021-02-25,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-10-31
33032,2021-02-25,cnig_municipios,755,5,23,31,3.2857142857142856,2.2142857142857144,30,2020-11-24
33072,2021-02-25,cnig_municipios,60,0,0,1,0.0,0.07142857142857142,6,2020-10-09
33011,2021-02-25,cnig_municipios,427,1,3,9,0.42857142857142855,0.6428571428571429,16,2021-01-25
33075,2021-02-25,cnig_municipios,4,0,0,0,0.0,0.0,2,2021-01-30
33073,2021-02-25,cnig_municipios,212,1,3,10,0.42857142857142855,0.7142857142857143,8,2021-02-05
33040,2021-02-25,cnig_municipios,152,3,8,14,1.1428571428571428,1.0,11,2020-11-13
33003,2021-02-25,cnig_municipios,11,0,0,0,0.0,0.0,3,2020-12-30
33042,2021-02-25,cnig_municipios,201,0,0,3,0.0,0.21428571428571427,9,2021-01-20
33016,2021-02-25,cnig_municipios,1211,2,35,72,5.0,5.142857142857143,33,2021-01-24
33050,2021-02-25,cnig_municipios,17,0,1,1,0.14285714285714285,0.07142857142857142,3,2020-09-30
33030,2021-02-25,cnig_municipios,60,0,0,0,0.0,0.0,5,2020-10-23
33069,2021-02-25,cnig_municipios,180,0,2,6,0.2857142857142857,0.42857142857142855,15,2020-11-21
33049,2021-02-25,cnig_municipios,217,3,49,85,7.0,6.071428571428571,11,2021-02-16
33052,2021-02-25,cnig_municipios,18,0,0,1,0.0,0.07142857142857142,3,2021-02-11
33013,2021-02-25,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-12-01
33017,2021-02-25,cnig_municipios,31,0,0,2,0.0,0.14285714285714285,3,2020-08-01
33015,2021-02-25,cnig_municipios,32,0,1,1,0.14285714285714285,0.07142857142857142,4,2021-01-22
33035,2021-02-24,cnig_municipios,399,0,9,33,1.2857142857142858,2.357142857142857,11,2020-11-08
33001,2021-02-24,cnig_municipios,51,0,0,0,0.0,0.0,5,2020-10-27
33002,2021-02-24,cnig_municipios,450,0,9,38,1.2857142857142858,2.7142857142857144,23,2021-01-28
33078,2021-02-24,cnig_municipios,8,0,0,0,0.0,0.0,3,2021-01-15
33058,2021-02-24,cnig_municipios,69,1,2,2,0.2857142857142857,0.14285714285714285,22,2020-10-15
33046,2021-02-24,cnig_municipios,10,1,6,9,0.8571428571428571,0.6428571428571429,5,2021-02-18
33020,2021-02-24,cnig_municipios,815,2,17,45,2.4285714285714284,3.2142857142857144,39,2021-01-24
33041,2021-02-24,cnig_municipios,121,1,10,23,1.4285714285714286,1.6428571428571428,5,2020-10-18
33021,2021-02-24,cnig_municipios,299,0,7,17,1.0,1.2142857142857142,11,2021-01-29
33010,2021-02-24,cnig_municipios,67,0,0,0,0.0,0.0,4,2020-04-03
33038,2021-02-24,cnig_municipios,56,0,1,2,0.14285714285714285,0.14285714285714285,3,2021-01-27
33004,2021-02-24,cnig_municipios,4203,11,82,212,11.714285714285714,15.142857142857142,99,2021-01-29
33012,2021-02-24,cnig_municipios,139,0,3,6,0.42857142857142855,0.42857142857142855,5,2021-01-24
33027,2021-02-24,cnig_municipios,11,0,1,3,0.14285714285714285,0.21428571428571427,3,2020-10-05
33047,2021-02-24,cnig_municipios,22,0,0,0,0.0,0.0,3,2020-12-22
33071,2021-02-24,cnig_municipios,18,0,0,2,0.0,0.14285714285714285,4,2021-02-03
33007,2021-02-24,cnig_municipios,27,3,6,8,0.8571428571428571,0.5714285714285714,3,2020-09-14
33062,2021-02-24,cnig_municipios,12,0,0,0,0.0,0.0,2,2021-02-02
33063,2021-02-24,cnig_municipios,9,0,0,0,0.0,0.0,3,2021-01-27
33009,2021-02-24,cnig_municipios,16,0,2,5,0.2857142857142857,0.35714285714285715,3,2020-10-09
33056,2021-02-24,cnig_municipios,137,1,5,17,0.7142857142857143,1.2142857142857142,12,2021-01-28
33057,2021-02-24,cnig_municipios,48,0,0,0,0.0,0.0,4,2021-01-11
33025,2021-02-24,cnig_municipios,459,1,4,13,0.5714285714285714,0.9285714285714286,12,2021-02-03
33065,2021-02-24,cnig_municipios,37,0,3,11,0.42857142857142855,0.7857142857142857,4,2021-01-28
33074,2021-02-24,cnig_municipios,58,0,2,2,0.2857142857142857,0.14285714285714285,5,2021-02-02
33033,2021-02-24,cnig_municipios,695,2,12,36,1.7142857142857142,2.5714285714285716,37,2020-11-24
33053,2021-02-24,cnig_municipios,81,0,0,0,0.0,0.0,21,2021-01-22
33044,2021-02-24,cnig_municipios,8670,31,247,557,35.285714285714285,39.785714285714285,156,2020-11-11
33061,2021-02-24,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33019,2021-02-24,cnig_municipios,74,0,1,3,0.14285714285714285,0.21428571428571427,3,2021-01-16
33006,2021-02-24,cnig_municipios,65,1,3,12,0.42857142857142855,0.8571428571428571,5,2021-02-16
33051,2021-02-24,cnig_municipios,301,2,6,14,0.8571428571428571,1.0,22,2020-04-11
33031,2021-02-24,cnig_municipios,1860,13,71,106,10.142857142857142,7.571428571428571,74,2020-11-12
33022,2021-02-24,cnig_municipios,6,0,0,0,0.0,0.0,2,2020-11-16
33005,2021-02-24,cnig_municipios,29,0,3,3,0.42857142857142855,0.21428571428571427,3,2021-02-19
33045,2021-02-24,cnig_municipios,188,1,4,7,0.5714285714285714,0.5,9,2021-01-20
33034,2021-02-24,cnig_municipios,314,1,8,27,1.1428571428571428,1.9285714285714286,8,2020-09-18
33055,2021-02-24,cnig_municipios,27,0,0,0,0.0,0.0,5,2021-01-18
33067,2021-02-24,cnig_municipios,41,0,0,0,0.0,0.0,6,2020-11-10
33008,2021-02-24,cnig_municipios,32,0,3,6,0.42857142857142855,0.42857142857142855,4,2021-02-09
33043,2021-02-24,cnig_municipios,9,0,0,0,0.0,0.0,2,2020-09-20
33039,2021-02-24,cnig_municipios,47,0,0,0,0.0,0.0,3,2020-11-06
33068,2021-02-24,cnig_municipios,14,0,0,1,0.0,0.07142857142857142,2,2020-10-27
33077,2021-02-24,cnig_municipios,9,0,0,0,0.0,0.0,3,2021-01-09
33076,2021-02-24,cnig_municipios,485,1,5,11,0.7142857142857143,0.7857142857142857,35,2020-11-05
33026,2021-02-24,cnig_municipios,527,0,2,5,0.2857142857142857,0.35714285714285715,41,2020-03-19
33066,2021-02-24,cnig_municipios,1854,5,40,95,5.714285714285714,6.785714285714286,61,2020-11-13
33024,2021-02-24,cnig_municipios,12713,38,266,586,38.0,41.857142857142854,368,2020-11-13
33023,2021-02-24,cnig_municipios,41,0,0,2,0.0,0.14285714285714285,3,2021-01-20
33070,2021-02-24,cnig_municipios,62,0,0,5,0.0,0.35714285714285715,4,2020-03-15
33028,2021-02-24,cnig_municipios,20,0,0,0,0.0,0.0,3,2020-12-11
33014,2021-02-24,cnig_municipios,413,0,3,20,0.42857142857142855,1.4285714285714286,18,2020-10-30
33037,2021-02-24,cnig_municipios,1484,0,10,35,1.4285714285714286,2.5,41,2020-10-09
33064,2021-02-24,cnig_municipios,12,0,0,0,0.0,0.0,3,2020-12-17
33029,2021-02-24,cnig_municipios,5,0,1,4,0.14285714285714285,0.2857142857142857,2,2021-02-16
33036,2021-02-24,cnig_municipios,425,0,1,11,0.14285714285714285,0.7857142857142857,15,2021-01-16
33054,2021-02-24,cnig_municipios,41,0,3,3,0.42857142857142855,0.21428571428571427,3,2020-11-10
33060,2021-02-24,cnig_municipios,676,7,12,20,1.7142857142857142,1.4285714285714286,34,2020-11-05
33059,2021-02-24,cnig_municipios,194,0,5,5,0.7142857142857143,0.35714285714285715,17,2021-01-27
33018,2021-02-24,cnig_municipios,58,0,0,9,0.0,0.6428571428571429,5,2021-02-09
33048,2021-02-24,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-10-31
33032,2021-02-24,cnig_municipios,750,3,20,30,2.857142857142857,2.142857142857143,30,2020-11-24
33072,2021-02-24,cnig_municipios,60,0,0,1,0.0,0.07142857142857142,6,2020-10-09
33011,2021-02-24,cnig_municipios,426,0,4,8,0.5714285714285714,0.5714285714285714,16,2021-01-25
33075,2021-02-24,cnig_municipios,4,0,0,0,0.0,0.0,2,2021-01-30
33073,2021-02-24,cnig_municipios,211,1,3,13,0.42857142857142855,0.9285714285714286,8,2021-02-05
33040,2021-02-24,cnig_municipios,149,1,5,11,0.7142857142857143,0.7857142857142857,11,2020-11-13
33003,2021-02-24,cnig_municipios,11,0,0,0,0.0,0.0,3,2020-12-30
33042,2021-02-24,cnig_municipios,201,0,2,3,0.2857142857142857,0.21428571428571427,9,2021-01-20
33016,2021-02-24,cnig_municipios,1209,8,38,76,5.428571428571429,5.428571428571429,33,2021-01-24
33050,2021-02-24,cnig_municipios,17,0,1,2,0.14285714285714285,0.14285714285714285,3,2020-09-30
33030,2021-02-24,cnig_municipios,60,0,0,1,0.0,0.07142857142857142,5,2020-10-23
33069,2021-02-24,cnig_municipios,180,0,2,6,0.2857142857142857,0.42857142857142855,15,2020-11-21
33049,2021-02-24,cnig_municipios,214,0,50,88,7.142857142857143,6.285714285714286,11,2021-02-16
33052,2021-02-24,cnig_municipios,18,0,1,4,0.14285714285714285,0.2857142857142857,3,2021-02-11
33013,2021-02-24,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-12-01
33017,2021-02-24,cnig_municipios,31,0,0,2,0.0,0.14285714285714285,3,2020-08-01
33015,2021-02-24,cnig_municipios,32,0,1,1,0.14285714285714285,0.07142857142857142,4,2021-01-22
33035,2021-02-23,cnig_municipios,399,1,11,40,1.5714285714285714,2.857142857142857,11,2020-11-08
33001,2021-02-23,cnig_municipios,51,0,0,0,0.0,0.0,5,2020-10-27
33002,2021-02-23,cnig_municipios,450,0,11,40,1.5714285714285714,2.857142857142857,23,2021-01-28
33078,2021-02-23,cnig_municipios,8,0,0,0,0.0,0.0,3,2021-01-15
33058,2021-02-23,cnig_municipios,68,1,1,1,0.14285714285714285,0.07142857142857142,22,2020-10-15
33046,2021-02-23,cnig_municipios,9,0,5,8,0.7142857142857143,0.5714285714285714,5,2021-02-18
33020,2021-02-23,cnig_municipios,813,0,18,45,2.5714285714285716,3.2142857142857144,39,2021-01-24
33041,2021-02-23,cnig_municipios,120,4,10,22,1.4285714285714286,1.5714285714285714,5,2020-10-18
33021,2021-02-23,cnig_municipios,299,0,8,19,1.1428571428571428,1.3571428571428572,11,2021-01-29
33010,2021-02-23,cnig_municipios,67,0,0,0,0.0,0.0,4,2020-04-03
33038,2021-02-23,cnig_municipios,56,0,1,2,0.14285714285714285,0.14285714285714285,3,2021-01-27
33004,2021-02-23,cnig_municipios,4192,13,87,223,12.428571428571429,15.928571428571429,99,2021-01-29
33012,2021-02-23,cnig_municipios,139,0,3,6,0.42857142857142855,0.42857142857142855,5,2021-01-24
33027,2021-02-23,cnig_municipios,11,0,1,4,0.14285714285714285,0.2857142857142857,3,2020-10-05
33047,2021-02-23,cnig_municipios,22,0,0,0,0.0,0.0,3,2020-12-22
33071,2021-02-23,cnig_municipios,18,0,0,2,0.0,0.14285714285714285,4,2021-02-03
33007,2021-02-23,cnig_municipios,24,1,3,6,0.42857142857142855,0.42857142857142855,3,2020-09-14
33062,2021-02-23,cnig_municipios,12,0,0,0,0.0,0.0,2,2021-02-02
33063,2021-02-23,cnig_municipios,9,0,0,1,0.0,0.07142857142857142,3,2021-01-27
33009,2021-02-23,cnig_municipios,16,0,2,5,0.2857142857142857,0.35714285714285715,3,2020-10-09
33056,2021-02-23,cnig_municipios,136,0,4,16,0.5714285714285714,1.1428571428571428,12,2021-01-28
33057,2021-02-23,cnig_municipios,48,0,0,0,0.0,0.0,4,2021-01-11
33025,2021-02-23,cnig_municipios,458,1,6,19,0.8571428571428571,1.3571428571428572,12,2021-02-03
33065,2021-02-23,cnig_municipios,37,0,4,11,0.5714285714285714,0.7857142857142857,4,2021-01-28
33074,2021-02-23,cnig_municipios,58,1,2,2,0.2857142857142857,0.14285714285714285,5,2021-02-02
33033,2021-02-23,cnig_municipios,693,2,11,38,1.5714285714285714,2.7142857142857144,37,2020-11-24
33053,2021-02-23,cnig_municipios,81,0,0,0,0.0,0.0,21,2021-01-22
33044,2021-02-23,cnig_municipios,8639,26,268,573,38.285714285714285,40.92857142857143,156,2020-11-11
33061,2021-02-23,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33019,2021-02-23,cnig_municipios,74,1,1,5,0.14285714285714285,0.35714285714285715,3,2021-01-16
33006,2021-02-23,cnig_municipios,64,1,3,11,0.42857142857142855,0.7857142857142857,5,2021-02-16
33051,2021-02-23,cnig_municipios,299,2,4,14,0.5714285714285714,1.0,22,2020-04-11
33031,2021-02-23,cnig_municipios,1847,13,62,102,8.857142857142858,7.285714285714286,74,2020-11-12
33022,2021-02-23,cnig_municipios,6,0,0,0,0.0,0.0,2,2020-11-16
33005,2021-02-23,cnig_municipios,29,0,3,3,0.42857142857142855,0.21428571428571427,3,2021-02-19
33045,2021-02-23,cnig_municipios,187,0,4,6,0.5714285714285714,0.42857142857142855,9,2021-01-20
33034,2021-02-23,cnig_municipios,313,1,13,29,1.8571428571428572,2.0714285714285716,8,2020-09-18
33055,2021-02-23,cnig_municipios,27,0,0,0,0.0,0.0,5,2021-01-18
33067,2021-02-23,cnig_municipios,41,0,0,0,0.0,0.0,6,2020-11-10
33008,2021-02-23,cnig_municipios,32,0,3,8,0.42857142857142855,0.5714285714285714,4,2021-02-09
33043,2021-02-23,cnig_municipios,9,0,0,0,0.0,0.0,2,2020-09-20
33039,2021-02-23,cnig_municipios,47,0,0,0,0.0,0.0,3,2020-11-06
33068,2021-02-23,cnig_municipios,14,0,1,3,0.14285714285714285,0.21428571428571427,2,2020-10-27
33077,2021-02-23,cnig_municipios,9,0,0,0,0.0,0.0,3,2021-01-09
33076,2021-02-23,cnig_municipios,484,1,4,11,0.5714285714285714,0.7857142857142857,35,2020-11-05
33026,2021-02-23,cnig_municipios,527,0,2,6,0.2857142857142857,0.42857142857142855,41,2020-03-19
33066,2021-02-23,cnig_municipios,1849,5,40,97,5.714285714285714,6.928571428571429,61,2020-11-13
33024,2021-02-23,cnig_municipios,12675,45,284,623,40.57142857142857,44.5,368,2020-11-13
33023,2021-02-23,cnig_municipios,41,0,1,3,0.14285714285714285,0.21428571428571427,3,2021-01-20
33070,2021-02-23,cnig_municipios,62,0,0,5,0.0,0.35714285714285715,4,2020-03-15
33028,2021-02-23,cnig_municipios,20,0,0,0,0.0,0.0,3,2020-12-11
33014,2021-02-23,cnig_municipios,413,0,8,27,1.1428571428571428,1.9285714285714286,18,2020-10-30
33037,2021-02-23,cnig_municipios,1484,0,14,45,2.0,3.2142857142857144,41,2020-10-09
33064,2021-02-23,cnig_municipios,12,0,0,0,0.0,0.0,3,2020-12-17
33029,2021-02-23,cnig_municipios,5,0,1,4,0.14285714285714285,0.2857142857142857,2,2021-02-16
33036,2021-02-23,cnig_municipios,425,0,1,12,0.14285714285714285,0.8571428571428571,15,2021-01-16
33054,2021-02-23,cnig_municipios,41,1,3,3,0.42857142857142855,0.21428571428571427,3,2020-11-10
33060,2021-02-23,cnig_municipios,669,3,5,17,0.7142857142857143,1.2142857142857142,34,2020-11-05
33059,2021-02-23,cnig_municipios,194,4,5,6,0.7142857142857143,0.42857142857142855,17,2021-01-27
33018,2021-02-23,cnig_municipios,58,0,2,9,0.2857142857142857,0.6428571428571429,5,2021-02-09
33048,2021-02-23,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-10-31
33032,2021-02-23,cnig_municipios,747,9,19,31,2.7142857142857144,2.2142857142857144,30,2020-11-24
33072,2021-02-23,cnig_municipios,60,0,0,2,0.0,0.14285714285714285,6,2020-10-09
33011,2021-02-23,cnig_municipios,426,1,4,11,0.5714285714285714,0.7857142857142857,16,2021-01-25
33075,2021-02-23,cnig_municipios,4,0,0,0,0.0,0.0,2,2021-01-30
33073,2021-02-23,cnig_municipios,210,0,2,18,0.2857142857142857,1.2857142857142858,8,2021-02-05
33040,2021-02-23,cnig_municipios,148,1,6,10,0.8571428571428571,0.7142857142857143,11,2020-11-13
33003,2021-02-23,cnig_municipios,11,0,0,0,0.0,0.0,3,2020-12-30
33042,2021-02-23,cnig_municipios,201,0,2,4,0.2857142857142857,0.2857142857142857,9,2021-01-20
33016,2021-02-23,cnig_municipios,1201,6,40,77,5.714285714285714,5.5,33,2021-01-24
33050,2021-02-23,cnig_municipios,17,0,1,2,0.14285714285714285,0.14285714285714285,3,2020-09-30
33030,2021-02-23,cnig_municipios,60,0,0,3,0.0,0.21428571428571427,5,2020-10-23
33069,2021-02-23,cnig_municipios,180,0,2,7,0.2857142857142857,0.5,15,2020-11-21
33049,2021-02-23,cnig_municipios,214,10,55,96,7.857142857142857,6.857142857142857,11,2021-02-16
33052,2021-02-23,cnig_municipios,18,0,1,4,0.14285714285714285,0.2857142857142857,3,2021-02-11
33013,2021-02-23,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-12-01
33017,2021-02-23,cnig_municipios,31,0,2,3,0.2857142857142857,0.21428571428571427,3,2020-08-01
33015,2021-02-23,cnig_municipios,32,0,1,1,0.14285714285714285,0.07142857142857142,4,2021-01-22
33035,2021-02-22,cnig_municipios,398,1,14,42,2.0,3.0,11,2020-11-08
33001,2021-02-22,cnig_municipios,51,0,0,0,0.0,0.0,5,2020-10-27
33002,2021-02-22,cnig_municipios,450,1,14,52,2.0,3.7142857142857144,23,2021-01-28
33078,2021-02-22,cnig_municipios,8,0,0,0,0.0,0.0,3,2021-01-15
33058,2021-02-22,cnig_municipios,67,0,0,0,0.0,0.0,22,2020-10-15
33046,2021-02-22,cnig_municipios,9,0,7,8,1.0,0.5714285714285714,5,2021-02-18
33020,2021-02-22,cnig_municipios,813,4,28,53,4.0,3.7857142857142856,39,2021-01-24
33041,2021-02-22,cnig_municipios,116,1,8,20,1.1428571428571428,1.4285714285714286,5,2020-10-18
33021,2021-02-22,cnig_municipios,299,0,10,22,1.4285714285714286,1.5714285714285714,11,2021-01-29
33010,2021-02-22,cnig_municipios,67,0,0,2,0.0,0.14285714285714285,4,2020-04-03
33038,2021-02-22,cnig_municipios,56,0,1,2,0.14285714285714285,0.14285714285714285,3,2021-01-27
33004,2021-02-22,cnig_municipios,4179,9,84,236,12.0,16.857142857142858,99,2021-01-29
33012,2021-02-22,cnig_municipios,139,0,3,6,0.42857142857142855,0.42857142857142855,5,2021-01-24
33027,2021-02-22,cnig_municipios,11,0,2,4,0.2857142857142857,0.2857142857142857,3,2020-10-05
33047,2021-02-22,cnig_municipios,22,0,0,0,0.0,0.0,3,2020-12-22
33071,2021-02-22,cnig_municipios,18,0,1,2,0.14285714285714285,0.14285714285714285,4,2021-02-03
33007,2021-02-22,cnig_municipios,23,1,2,5,0.2857142857142857,0.35714285714285715,3,2020-09-14
33062,2021-02-22,cnig_municipios,12,0,0,0,0.0,0.0,2,2021-02-02
33063,2021-02-22,cnig_municipios,9,0,0,1,0.0,0.07142857142857142,3,2021-01-27
33009,2021-02-22,cnig_municipios,16,0,2,5,0.2857142857142857,0.35714285714285715,3,2020-10-09
33056,2021-02-22,cnig_municipios,136,1,6,17,0.8571428571428571,1.2142857142857142,12,2021-01-28
33057,2021-02-22,cnig_municipios,48,0,0,0,0.0,0.0,4,2021-01-11
33025,2021-02-22,cnig_municipios,457,0,5,21,0.7142857142857143,1.5,12,2021-02-03
33065,2021-02-22,cnig_municipios,37,1,5,11,0.7142857142857143,0.7857142857142857,4,2021-01-28
33074,2021-02-22,cnig_municipios,57,0,1,3,0.14285714285714285,0.21428571428571427,5,2021-02-02
33033,2021-02-22,cnig_municipios,691,3,14,39,2.0,2.7857142857142856,37,2020-11-24
33053,2021-02-22,cnig_municipios,81,0,0,0,0.0,0.0,21,2021-01-22
33044,2021-02-22,cnig_municipios,8613,31,286,591,40.857142857142854,42.214285714285715,156,2020-11-11
33061,2021-02-22,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33019,2021-02-22,cnig_municipios,73,0,0,5,0.0,0.35714285714285715,3,2021-01-16
33006,2021-02-22,cnig_municipios,63,0,7,10,1.0,0.7142857142857143,5,2021-02-16
33051,2021-02-22,cnig_municipios,297,0,2,15,0.2857142857142857,1.0714285714285714,22,2020-04-11
33031,2021-02-22,cnig_municipios,1834,19,51,103,7.285714285714286,7.357142857142857,74,2020-11-12
33022,2021-02-22,cnig_municipios,6,0,0,0,0.0,0.0,2,2020-11-16
33005,2021-02-22,cnig_municipios,29,0,3,3,0.42857142857142855,0.21428571428571427,3,2021-02-19
33045,2021-02-22,cnig_municipios,187,0,4,6,0.5714285714285714,0.42857142857142855,9,2021-01-20
33034,2021-02-22,cnig_municipios,312,0,16,30,2.2857142857142856,2.142857142857143,8,2020-09-18
33055,2021-02-22,cnig_municipios,27,0,0,0,0.0,0.0,5,2021-01-18
33067,2021-02-22,cnig_municipios,41,0,0,0,0.0,0.0,6,2020-11-10
33008,2021-02-22,cnig_municipios,32,0,5,12,0.7142857142857143,0.8571428571428571,4,2021-02-09
33043,2021-02-22,cnig_municipios,9,0,0,0,0.0,0.0,2,2020-09-20
33039,2021-02-22,cnig_municipios,47,0,0,0,0.0,0.0,3,2020-11-06
33068,2021-02-22,cnig_municipios,14,0,1,3,0.14285714285714285,0.21428571428571427,2,2020-10-27
33077,2021-02-22,cnig_municipios,9,0,0,0,0.0,0.0,3,2021-01-09
33076,2021-02-22,cnig_municipios,483,0,4,10,0.5714285714285714,0.7142857142857143,35,2020-11-05
33026,2021-02-22,cnig_municipios,527,0,2,6,0.2857142857142857,0.42857142857142855,41,2020-03-19
33066,2021-02-22,cnig_municipios,1844,8,41,98,5.857142857142857,7.0,61,2020-11-13
33024,2021-02-22,cnig_municipios,12630,18,270,668,38.57142857142857,47.714285714285715,368,2020-11-13
