id,date,layer,population,total_cases,new_cases,active_cases_7,active_cases_14,new_cases_mean_7,new_cases_mean_14,max_new_cases,max_new_cases_date,active_cases_14_by_100k,active_cases_7_by_100k,new_cases_by_100k,total_cases_by_100k
19,2021-08-06,zbs_15,,1298,2,22,63,3.142857142857143,4.5,21,2021-07-15,,,,
28,2021-08-06,zbs_15,,1707,7,32,81,4.571428571428571,5.785714285714286,21,2020-10-28,,,,
09,2021-08-06,zbs_15,,219,0,0,7,0.0,0.5,17,2021-01-18,,,,
44,2021-08-06,zbs_15,,1887,3,33,96,4.714285714285714,6.857142857142857,58,2020-09-20,,,,
38,2021-08-06,zbs_15,,1116,4,35,96,5.0,6.857142857142857,21,2020-11-06,,,,
30,2021-08-06,zbs_15,,109,0,3,4,0.42857142857142855,0.2857142857142857,6,2020-10-08,,,,
25,2021-08-06,zbs_15,,2633,5,57,132,8.142857142857142,9.428571428571429,44,2021-07-04,,,,
34,2021-08-06,zbs_15,,366,3,21,30,3.0,2.142857142857143,22,2020-05-28,,,,
22,2021-08-06,zbs_15,,1796,3,24,57,3.4285714285714284,4.071428571428571,23,2020-10-30,,,,
39,2021-08-06,zbs_15,,1770,10,85,145,12.142857142857142,10.357142857142858,46,2021-01-18,,,,
67,2021-08-06,zbs_15,,1827,7,48,104,6.857142857142857,7.428571428571429,20,2021-01-04,,,,
48,2021-08-06,zbs_15,,1501,1,38,95,5.428571428571429,6.785714285714286,29,2020-10-29,,,,
63,2021-08-06,zbs_15,,1688,7,35,77,5.0,5.5,28,2020-10-29,,,,
35,2021-08-06,zbs_15,,260,1,8,13,1.1428571428571428,0.9285714285714286,7,2020-05-28,,,,
20,2021-08-06,zbs_15,,2572,5,55,141,7.857142857142857,10.071428571428571,39,2021-07-04,,,,
37,2021-08-06,zbs_15,,529,0,16,39,2.2857142857142856,2.7857142857142856,39,2020-11-04,,,,
