id,date,layer,new_cases,total_cases,active_cases_7,active_cases_14,new_cases_mean_7,new_cases_mean_14,max_new_cases,max_new_cases_date
16,2020-09-10,cnig_provincias,39,3175,237,411,33.857142857142854,29.357142857142858,103,2020-03-20
51,2020-09-10,cnig_provincias,9,406,60,117,8.571428571428571,8.357142857142858,15,2020-08-17
18,2020-09-10,cnig_provincias,128,6105,905,1685,129.28571428571428,120.35714285714286,206,2020-09-04
43,2020-09-10,cnig_provincias,107,7117,631,1428,90.14285714285714,102.0,156,2020-08-27
15,2020-09-10,cnig_provincias,115,8579,734,1568,104.85714285714286,112.0,186,2020-03-20
04,2020-09-10,cnig_provincias,144,6513,829,1741,118.42857142857143,124.35714285714286,200,2020-08-27
14,2020-09-10,cnig_provincias,158,4528,737,1471,105.28571428571429,105.07142857142857,204,2020-09-09
29,2020-09-10,cnig_provincias,257,12651,1760,3753,251.42857142857142,268.07142857142856,360,2020-08-28
49,2020-09-10,cnig_provincias,65,1591,283,509,40.42857142857143,36.357142857142854,82,2020-09-03
31,2020-09-10,cnig_provincias,313,13158,1865,3085,266.42857142857144,220.35714285714286,321,2020-09-07
45,2020-09-10,cnig_provincias,401,11323,1924,3464,274.85714285714283,247.42857142857142,401,2020-09-10
10,2020-09-10,cnig_provincias,113,3574,435,654,62.142857142857146,46.714285714285715,139,2020-03-23
24,2020-09-10,cnig_provincias,96,4465,574,939,82.0,67.07142857142857,139,2020-09-08
02,2020-09-10,cnig_provincias,69,5495,437,935,62.42857142857143,66.78571428571429,180,2020-03-15
19,2020-09-10,cnig_provincias,96,4200,600,1147,85.71428571428571,81.92857142857143,96,2020-08-31
38,2020-09-10,cnig_provincias,45,3066,316,632,45.142857142857146,45.142857142857146,88,2020-03-20
33,2020-09-10,cnig_provincias,53,4025,340,705,48.57142857142857,50.357142857142854,105,2020-03-16
35,2020-09-10,cnig_provincias,177,7332,1179,2720,168.42857142857142,194.28571428571428,251,2020-08-27
13,2020-09-10,cnig_provincias,231,10077,1180,2014,168.57142857142858,143.85714285714286,330,2020-03-20
03,2020-09-10,cnig_provincias,230,11291,1505,2794,215.0,199.57142857142858,241,2020-09-08
37,2020-09-10,cnig_provincias,129,5757,601,1176,85.85714285714286,84.0,160,2020-03-21
39,2020-09-10,cnig_provincias,85,5705,783,1627,111.85714285714286,116.21428571428571,178,2020-03-19
41,2020-09-10,cnig_provincias,253,7536,1490,2551,212.85714285714286,182.21428571428572,262,2020-09-09
40,2020-09-10,cnig_provincias,33,3531,261,459,37.285714285714285,32.785714285714285,139,2020-03-20
06,2020-09-10,cnig_provincias,102,3357,637,1248,91.0,89.14285714285714,122,2020-09-03
30,2020-09-09,cnig_provincias,393,12371,2623,5200,374.7142857142857,371.42857142857144,435,2020-09-02
32,2020-09-09,cnig_provincias,22,2533,156,348,22.285714285714285,24.857142857142858,117,2020-04-02
46,2020-09-09,cnig_provincias,283,20082,1927,4237,275.2857142857143,302.64285714285717,430,2020-08-28
27,2020-09-09,cnig_provincias,49,2533,371,677,53.0,48.357142857142854,109,2020-09-04
42,2020-09-09,cnig_provincias,17,2155,107,190,15.285714285714286,13.571428571428571,83,2020-03-21
05,2020-09-09,cnig_provincias,25,2677,228,392,32.57142857142857,28.0,89,2020-03-19
23,2020-09-09,cnig_provincias,108,3194,493,891,70.42857142857143,63.642857142857146,108,2020-09-09
52,2020-09-09,cnig_provincias,42,635,157,288,22.428571428571427,20.571428571428573,42,2020-09-09
08,2020-09-09,cnig_provincias,959,104046,6231,12825,890.1428571428571,916.0714285714286,1636,2020-03-20
07,2020-09-09,cnig_provincias,155,11853,1088,2595,155.42857142857142,185.35714285714286,389,2020-08-17
36,2020-09-09,cnig_provincias,60,4171,422,803,60.285714285714285,57.357142857142854,168,2020-03-28
47,2020-09-09,cnig_provincias,188,8905,1073,2108,153.28571428571428,150.57142857142858,239,2020-08-27
25,2020-09-09,cnig_provincias,58,13661,408,845,58.285714285714285,60.357142857142854,343,2020-07-18
12,2020-09-09,cnig_provincias,51,3643,389,781,55.57142857142857,55.785714285714285,76,2020-08-22
22,2020-09-09,cnig_provincias,34,4221,268,522,38.285714285714285,37.285714285714285,120,2020-08-04
48,2020-09-09,cnig_provincias,288,23270,2218,4492,316.85714285714283,320.85714285714283,526,2020-08-25
50,2020-09-09,cnig_provincias,296,23154,1738,3167,248.28571428571428,226.21428571428572,745,2020-08-01
09,2020-09-09,cnig_provincias,78,5193,536,920,76.57142857142857,65.71428571428571,132,2020-08-09
17,2020-09-09,cnig_provincias,163,9350,920,1624,131.42857142857142,116.0,178,2020-09-04
11,2020-09-09,cnig_provincias,157,5032,1088,1982,155.42857142857142,141.57142857142858,216,2020-09-04
28,2020-09-09,cnig_provincias,4853,176460,26000,47390,3714.285714285714,3385.0,4853,2020-09-09
34,2020-09-09,cnig_provincias,42,1922,291,471,41.57142857142857,33.642857142857146,52,2020-09-05
44,2020-09-09,cnig_provincias,35,2074,272,409,38.857142857142854,29.214285714285715,75,2020-07-28
21,2020-09-09,cnig_provincias,19,939,157,260,22.428571428571427,18.571428571428573,33,2020-09-05
26,2020-09-09,cnig_provincias,102,6773,630,1212,90.0,86.57142857142857,190,2020-03-20
01,2020-09-09,cnig_provincias,85,7744,597,1289,85.28571428571429,92.07142857142857,181,2020-03-18
20,2020-09-09,cnig_provincias,176,9749,1396,2819,199.42857142857142,201.35714285714286,254,2020-08-24
16,2020-09-09,cnig_provincias,45,3136,226,393,32.285714285714285,28.071428571428573,103,2020-03-20
51,2020-09-09,cnig_provincias,4,397,56,114,8.0,8.142857142857142,15,2020-08-17
18,2020-09-09,cnig_provincias,147,5977,920,1658,131.42857142857142,118.42857142857143,206,2020-09-04
43,2020-09-09,cnig_provincias,93,7010,623,1477,89.0,105.5,156,2020-08-27
15,2020-09-09,cnig_provincias,72,8464,713,1592,101.85714285714286,113.71428571428571,186,2020-03-20
04,2020-09-09,cnig_provincias,121,6369,814,1797,116.28571428571429,128.35714285714286,200,2020-08-27
14,2020-09-09,cnig_provincias,204,4370,656,1394,93.71428571428571,99.57142857142857,204,2020-09-09
29,2020-09-09,cnig_provincias,221,12394,1755,3742,250.71428571428572,267.2857142857143,360,2020-08-28
49,2020-09-09,cnig_provincias,31,1526,300,465,42.857142857142854,33.214285714285715,82,2020-09-03
31,2020-09-09,cnig_provincias,307,12845,1756,2921,250.85714285714286,208.64285714285714,321,2020-09-07
45,2020-09-09,cnig_provincias,296,10922,1819,3264,259.85714285714283,233.14285714285714,299,2020-09-08
10,2020-09-09,cnig_provincias,93,3461,363,557,51.857142857142854,39.785714285714285,139,2020-03-23
24,2020-09-09,cnig_provincias,136,4369,531,904,75.85714285714286,64.57142857142857,139,2020-09-08
02,2020-09-09,cnig_provincias,81,5426,432,935,61.714285714285715,66.78571428571429,180,2020-03-15
19,2020-09-09,cnig_provincias,93,4104,590,1132,84.28571428571429,80.85714285714286,96,2020-08-31
38,2020-09-09,cnig_provincias,49,3021,304,635,43.42857142857143,45.357142857142854,88,2020-03-20
33,2020-09-09,cnig_provincias,68,3972,373,689,53.285714285714285,49.214285714285715,105,2020-03-16
35,2020-09-09,cnig_provincias,170,7155,1211,2794,173.0,199.57142857142858,251,2020-08-27
13,2020-09-09,cnig_provincias,193,9846,1112,1912,158.85714285714286,136.57142857142858,330,2020-03-20
03,2020-09-09,cnig_provincias,231,11061,1480,2719,211.42857142857142,194.21428571428572,241,2020-09-08
37,2020-09-09,cnig_provincias,55,5628,589,1142,84.14285714285714,81.57142857142857,160,2020-03-21
39,2020-09-09,cnig_provincias,87,5620,773,1614,110.42857142857143,115.28571428571429,178,2020-03-19
41,2020-09-09,cnig_provincias,262,7283,1424,2448,203.42857142857142,174.85714285714286,262,2020-09-09
40,2020-09-09,cnig_provincias,36,3498,266,440,38.0,31.428571428571427,139,2020-03-20
06,2020-09-09,cnig_provincias,116,3255,657,1201,93.85714285714286,85.78571428571429,122,2020-09-03
30,2020-09-08,cnig_provincias,421,11978,2665,5119,380.7142857142857,365.64285714285717,435,2020-09-02
32,2020-09-08,cnig_provincias,22,2511,162,349,23.142857142857142,24.928571428571427,117,2020-04-02
46,2020-09-08,cnig_provincias,284,19799,1966,4377,280.85714285714283,312.64285714285717,430,2020-08-28
27,2020-09-08,cnig_provincias,57,2484,371,695,53.0,49.642857142857146,109,2020-09-04
42,2020-09-08,cnig_provincias,15,2138,103,185,14.714285714285714,13.214285714285714,83,2020-03-21
05,2020-09-08,cnig_provincias,23,2652,230,399,32.857142857142854,28.5,89,2020-03-19
23,2020-09-08,cnig_provincias,63,3086,449,839,64.14285714285714,59.92857142857143,103,2020-03-20
52,2020-09-08,cnig_provincias,26,593,143,256,20.428571428571427,18.285714285714285,35,2020-09-01
08,2020-09-08,cnig_provincias,968,103087,6297,13058,899.5714285714286,932.7142857142857,1636,2020-03-20
07,2020-09-08,cnig_provincias,155,11698,1112,2694,158.85714285714286,192.42857142857142,389,2020-08-17
36,2020-09-08,cnig_provincias,67,4111,418,782,59.714285714285715,55.857142857142854,168,2020-03-28
47,2020-09-08,cnig_provincias,128,8717,1041,2043,148.71428571428572,145.92857142857142,239,2020-08-27
25,2020-09-08,cnig_provincias,70,13603,419,908,59.857142857142854,64.85714285714286,343,2020-07-18
12,2020-09-08,cnig_provincias,58,3592,403,802,57.57142857142857,57.285714285714285,76,2020-08-22
22,2020-09-08,cnig_provincias,68,4187,281,525,40.142857142857146,37.5,120,2020-08-04
48,2020-09-08,cnig_provincias,386,22982,2272,4601,324.57142857142856,328.64285714285717,526,2020-08-25
50,2020-09-08,cnig_provincias,253,22858,1648,3080,235.42857142857142,220.0,745,2020-08-01
09,2020-09-08,cnig_provincias,115,5115,518,887,74.0,63.357142857142854,132,2020-08-09
17,2020-09-08,cnig_provincias,155,9187,874,1574,124.85714285714286,112.42857142857143,178,2020-09-04
11,2020-09-08,cnig_provincias,148,4875,1084,1937,154.85714285714286,138.35714285714286,216,2020-09-04
28,2020-09-08,cnig_provincias,4566,171607,25043,45600,3577.5714285714284,3257.1428571428573,4597,2020-09-04
34,2020-09-08,cnig_provincias,24,1880,276,442,39.42857142857143,31.571428571428573,52,2020-09-05
44,2020-09-08,cnig_provincias,52,2039,254,384,36.285714285714285,27.428571428571427,75,2020-07-28
21,2020-09-08,cnig_provincias,30,920,149,247,21.285714285714285,17.642857142857142,33,2020-09-05
26,2020-09-08,cnig_provincias,84,6671,617,1231,88.14285714285714,87.92857142857143,190,2020-03-20
01,2020-09-08,cnig_provincias,131,7659,622,1341,88.85714285714286,95.78571428571429,181,2020-03-18
20,2020-09-08,cnig_provincias,222,9573,1419,2845,202.71428571428572,203.21428571428572,254,2020-08-24
16,2020-09-08,cnig_provincias,18,3091,205,369,29.285714285714285,26.357142857142858,103,2020-03-20
51,2020-09-08,cnig_provincias,15,393,60,118,8.571428571428571,8.428571428571429,15,2020-08-17
18,2020-09-08,cnig_provincias,148,5830,908,1629,129.71428571428572,116.35714285714286,206,2020-09-04
43,2020-09-08,cnig_provincias,78,6917,649,1496,92.71428571428571,106.85714285714286,156,2020-08-27
15,2020-09-08,cnig_provincias,80,8392,768,1650,109.71428571428571,117.85714285714286,186,2020-03-20
04,2020-09-08,cnig_provincias,105,6248,845,1812,120.71428571428571,129.42857142857142,200,2020-08-27
14,2020-09-08,cnig_provincias,88,4166,554,1294,79.14285714285714,92.42857142857143,123,2020-08-31
29,2020-09-08,cnig_provincias,233,12173,1787,3831,255.28571428571428,273.64285714285717,360,2020-08-28
49,2020-09-08,cnig_provincias,56,1495,307,465,43.857142857142854,33.214285714285715,82,2020-09-03
31,2020-09-08,cnig_provincias,272,12538,1625,2894,232.14285714285714,206.71428571428572,321,2020-09-07
45,2020-09-08,cnig_provincias,299,10626,1772,3152,253.14285714285714,225.14285714285714,299,2020-09-08
10,2020-09-08,cnig_provincias,53,3368,319,498,45.57142857142857,35.57142857142857,139,2020-03-23
24,2020-09-08,cnig_provincias,139,4233,451,826,64.42857142857143,59.0,139,2020-09-08
02,2020-09-08,cnig_provincias,59,5345,437,913,62.42857142857143,65.21428571428571,180,2020-03-15
19,2020-09-08,cnig_provincias,83,4011,585,1102,83.57142857142857,78.71428571428571,96,2020-08-31
38,2020-09-08,cnig_provincias,37,2972,310,640,44.285714285714285,45.714285714285715,88,2020-03-20
33,2020-09-08,cnig_provincias,49,3904,360,657,51.42857142857143,46.92857142857143,105,2020-03-16
35,2020-09-08,cnig_provincias,153,6985,1243,2865,177.57142857142858,204.64285714285714,251,2020-08-27
13,2020-09-08,cnig_provincias,172,9653,1131,1841,161.57142857142858,131.5,330,2020-03-20
03,2020-09-08,cnig_provincias,241,10830,1464,2675,209.14285714285714,191.07142857142858,241,2020-09-08
37,2020-09-08,cnig_provincias,83,5573,603,1150,86.14285714285714,82.14285714285714,160,2020-03-21
39,2020-09-08,cnig_provincias,162,5533,798,1610,114.0,115.0,178,2020-03-19
41,2020-09-08,cnig_provincias,229,7021,1317,2332,188.14285714285714,166.57142857142858,236,2020-09-04
40,2020-09-08,cnig_provincias,48,3462,270,427,38.57142857142857,30.5,139,2020-03-20
06,2020-09-08,cnig_provincias,72,3139,623,1142,89.0,81.57142857142857,122,2020-09-03
30,2020-09-07,cnig_provincias,381,11557,2675,5003,382.14285714285717,357.35714285714283,435,2020-09-02
32,2020-09-07,cnig_provincias,9,2489,169,363,24.142857142857142,25.928571428571427,117,2020-04-02
46,2020-09-07,cnig_provincias,267,19515,2001,4424,285.85714285714283,316.0,430,2020-08-28
27,2020-09-07,cnig_provincias,27,2427,361,721,51.57142857142857,51.5,109,2020-09-04
42,2020-09-07,cnig_provincias,10,2123,99,172,14.142857142857142,12.285714285714286,83,2020-03-21
05,2020-09-07,cnig_provincias,39,2629,232,396,33.142857142857146,28.285714285714285,89,2020-03-19
23,2020-09-07,cnig_provincias,54,3023,453,831,64.71428571428571,59.357142857142854,103,2020-03-20
52,2020-09-07,cnig_provincias,16,567,152,245,21.714285714285715,17.5,35,2020-09-01
08,2020-09-07,cnig_provincias,916,102119,6499,13181,928.4285714285714,941.5,1636,2020-03-20
07,2020-09-07,cnig_provincias,184,11543,1176,2801,168.0,200.07142857142858,389,2020-08-17
36,2020-09-07,cnig_provincias,74,4044,430,764,61.42857142857143,54.57142857142857,168,2020-03-28
47,2020-09-07,cnig_provincias,200,8589,1072,2084,153.14285714285714,148.85714285714286,239,2020-08-27
25,2020-09-07,cnig_provincias,56,13533,411,921,58.714285714285715,65.78571428571429,343,2020-07-18
12,2020-09-07,cnig_provincias,61,3534,401,812,57.285714285714285,58.0,76,2020-08-22
22,2020-09-07,cnig_provincias,52,4119,243,499,34.714285714285715,35.642857142857146,120,2020-08-04
48,2020-09-07,cnig_provincias,344,22596,2318,4741,331.14285714285717,338.64285714285717,526,2020-08-25
50,2020-09-07,cnig_provincias,239,22605,1637,3061,233.85714285714286,218.64285714285714,745,2020-08-01
09,2020-09-07,cnig_provincias,66,5000,491,812,70.14285714285714,58.0,132,2020-08-09
17,2020-09-07,cnig_provincias,116,9032,853,1499,121.85714285714286,107.07142857142857,178,2020-09-04
11,2020-09-07,cnig_provincias,87,4727,1115,1910,159.28571428571428,136.42857142857142,216,2020-09-04
28,2020-09-07,cnig_provincias,3129,167041,24774,44730,3539.1428571428573,3195.0,4597,2020-09-04
34,2020-09-07,cnig_provincias,47,1856,298,436,42.57142857142857,31.142857142857142,52,2020-09-05
44,2020-09-07,cnig_provincias,36,1987,220,346,31.428571428571427,24.714285714285715,75,2020-07-28
21,2020-09-07,cnig_provincias,26,890,140,231,20.0,16.5,33,2020-09-05
26,2020-09-07,cnig_provincias,102,6587,627,1235,89.57142857142857,88.21428571428571,190,2020-03-20
01,2020-09-07,cnig_provincias,87,7528,609,1338,87.0,95.57142857142857,181,2020-03-18
20,2020-09-07,cnig_provincias,229,9351,1447,2849,206.71428571428572,203.5,254,2020-08-24
16,2020-09-07,cnig_provincias,48,3073,223,373,31.857142857142858,26.642857142857142,103,2020-03-20
51,2020-09-07,cnig_provincias,6,378,54,114,7.714285714285714,8.142857142857142,15,2020-08-17
18,2020-09-07,cnig_provincias,104,5682,919,1575,131.28571428571428,112.5,206,2020-09-04
43,2020-09-07,cnig_provincias,105,6839,698,1556,99.71428571428571,111.14285714285714,156,2020-08-27
15,2020-09-07,cnig_provincias,134,8312,783,1717,111.85714285714286,122.64285714285714,186,2020-03-20
04,2020-09-07,cnig_provincias,105,6143,855,1809,122.14285714285714,129.21428571428572,200,2020-08-27
14,2020-09-07,cnig_provincias,42,4078,588,1289,84.0,92.07142857142857,123,2020-08-31
29,2020-09-07,cnig_provincias,235,11940,1858,3866,265.42857142857144,276.14285714285717,360,2020-08-28
49,2020-09-07,cnig_provincias,18,1439,279,428,39.857142857142854,30.571428571428573,82,2020-09-03
31,2020-09-07,cnig_provincias,321,12266,1568,2774,224.0,198.14285714285714,321,2020-09-07
45,2020-09-07,cnig_provincias,232,10327,1723,3016,246.14285714285714,215.42857142857142,296,2020-09-03
10,2020-09-07,cnig_provincias,43,3315,301,489,43.0,34.92857142857143,139,2020-03-23
24,2020-09-07,cnig_provincias,24,4094,357,768,51.0,54.857142857142854,133,2020-03-19
02,2020-09-07,cnig_provincias,58,5286,468,907,66.85714285714286,64.78571428571429,180,2020-03-15
19,2020-09-07,cnig_provincias,86,3928,596,1083,85.14285714285714,77.35714285714286,96,2020-08-31
38,2020-09-07,cnig_provincias,45,2935,316,648,45.142857142857146,46.285714285714285,88,2020-03-20
33,2020-09-07,cnig_provincias,50,3855,375,646,53.57142857142857,46.142857142857146,105,2020-03-16
35,2020-09-07,cnig_provincias,152,6832,1309,2947,187.0,210.5,251,2020-08-27
13,2020-09-07,cnig_provincias,146,9481,1076,1765,153.71428571428572,126.07142857142857,330,2020-03-20
03,2020-09-07,cnig_provincias,230,10589,1416,2630,202.28571428571428,187.85714285714286,234,2020-09-04
37,2020-09-07,cnig_provincias,73,5490,579,1167,82.71428571428571,83.35714285714286,160,2020-03-21
39,2020-09-07,cnig_provincias,168,5371,795,1533,113.57142857142857,109.5,178,2020-03-19
41,2020-09-07,cnig_provincias,199,6792,1266,2245,180.85714285714286,160.35714285714286,236,2020-09-04
40,2020-09-07,cnig_provincias,33,3414,255,403,36.42857142857143,28.785714285714285,139,2020-03-20
06,2020-09-07,cnig_provincias,87,3067,631,1131,90.14285714285714,80.78571428571429,122,2020-09-03
30,2020-09-06,cnig_provincias,290,11176,2638,4892,376.85714285714283,349.42857142857144,435,2020-09-02
32,2020-09-06,cnig_provincias,32,2480,185,383,26.428571428571427,27.357142857142858,117,2020-04-02
46,2020-09-06,cnig_provincias,206,19248,1995,4571,285.0,326.5,430,2020-08-28
27,2020-09-06,cnig_provincias,42,2400,361,754,51.57142857142857,53.857142857142854,109,2020-09-04
42,2020-09-06,cnig_provincias,11,2113,96,176,13.714285714285714,12.571428571428571,83,2020-03-21
05,2020-09-06,cnig_provincias,39,2590,211,379,30.142857142857142,27.071428571428573,89,2020-03-19
23,2020-09-06,cnig_provincias,55,2969,439,822,62.714285714285715,58.714285714285715,103,2020-03-20
52,2020-09-06,cnig_provincias,18,551,151,246,21.571428571428573,17.571428571428573,35,2020-09-01
08,2020-09-06,cnig_provincias,513,101203,6640,13425,948.5714285714286,958.9285714285714,1636,2020-03-20
07,2020-09-06,cnig_provincias,115,11359,1216,2881,173.71428571428572,205.78571428571428,389,2020-08-17
36,2020-09-06,cnig_provincias,55,3970,409,730,58.42857142857143,52.142857142857146,168,2020-03-28
47,2020-09-06,cnig_provincias,130,8389,978,2048,139.71428571428572,146.28571428571428,239,2020-08-27
25,2020-09-06,cnig_provincias,37,13477,425,1006,60.714285714285715,71.85714285714286,343,2020-07-18
12,2020-09-06,cnig_provincias,23,3473,385,827,55.0,59.07142857142857,76,2020-08-22
22,2020-09-06,cnig_provincias,19,4067,222,500,31.714285714285715,35.714285714285715,120,2020-08-04
48,2020-09-06,cnig_provincias,361,22252,2331,4842,333.0,345.85714285714283,526,2020-08-25
50,2020-09-06,cnig_provincias,198,22366,1641,3011,234.42857142857142,215.07142857142858,745,2020-08-01
09,2020-09-06,cnig_provincias,56,4934,460,809,65.71428571428571,57.785714285714285,132,2020-08-09
17,2020-09-06,cnig_provincias,57,8916,830,1495,118.57142857142857,106.78571428571429,178,2020-09-04
11,2020-09-06,cnig_provincias,192,4640,1123,1924,160.42857142857142,137.42857142857142,216,2020-09-04
28,2020-09-06,cnig_provincias,2362,163912,23882,43456,3411.714285714286,3104.0,4597,2020-09-04
34,2020-09-06,cnig_provincias,48,1809,267,409,38.142857142857146,29.214285714285715,52,2020-09-05
44,2020-09-06,cnig_provincias,34,1951,225,327,32.142857142857146,23.357142857142858,75,2020-07-28
21,2020-09-06,cnig_provincias,18,864,125,212,17.857142857142858,15.142857142857142,33,2020-09-05
26,2020-09-06,cnig_provincias,49,6485,587,1207,83.85714285714286,86.21428571428571,190,2020-03-20
01,2020-09-06,cnig_provincias,92,7441,656,1346,93.71428571428571,96.14285714285714,181,2020-03-18
20,2020-09-06,cnig_provincias,193,9122,1470,2874,210.0,205.28571428571428,254,2020-08-24
16,2020-09-06,cnig_provincias,29,3025,209,342,29.857142857142858,24.428571428571427,103,2020-03-20
51,2020-09-06,cnig_provincias,11,372,62,118,8.857142857142858,8.428571428571429,15,2020-08-17
18,2020-09-06,cnig_provincias,63,5578,890,1528,127.14285714285714,109.14285714285714,206,2020-09-04
43,2020-09-06,cnig_provincias,62,6734,719,1570,102.71428571428571,112.14285714285714,156,2020-08-27
15,2020-09-06,cnig_provincias,125,8178,787,1720,112.42857142857143,122.85714285714286,186,2020-03-20
04,2020-09-06,cnig_provincias,101,6038,896,1831,128.0,130.78571428571428,200,2020-08-27
14,2020-09-06,cnig_provincias,40,4036,669,1323,95.57142857142857,94.5,123,2020-08-31
29,2020-09-06,cnig_provincias,267,11705,1953,3914,279.0,279.57142857142856,360,2020-08-28
49,2020-09-06,cnig_provincias,48,1421,281,437,40.142857142857146,31.214285714285715,82,2020-09-03
31,2020-09-06,cnig_provincias,192,11945,1455,2587,207.85714285714286,184.78571428571428,280,2020-08-26
45,2020-09-06,cnig_provincias,190,10095,1677,2952,239.57142857142858,210.85714285714286,296,2020-09-03
10,2020-09-06,cnig_provincias,43,3272,274,468,39.142857142857146,33.42857142857143,139,2020-03-23
24,2020-09-06,cnig_provincias,79,4070,367,776,52.42857142857143,55.42857142857143,133,2020-03-19
02,2020-09-06,cnig_provincias,33,5228,481,915,68.71428571428571,65.35714285714286,180,2020-03-15
19,2020-09-06,cnig_provincias,77,3842,606,1050,86.57142857142857,75.0,96,2020-08-31
38,2020-09-06,cnig_provincias,41,2890,307,657,43.857142857142854,46.92857142857143,88,2020-03-20
33,2020-09-06,cnig_provincias,29,3805,362,647,51.714285714285715,46.214285714285715,105,2020-03-16
35,2020-09-06,cnig_provincias,131,6680,1397,3023,199.57142857142858,215.92857142857142,251,2020-08-27
13,2020-09-06,cnig_provincias,95,9335,1023,1715,146.14285714285714,122.5,330,2020-03-20
03,2020-09-06,cnig_provincias,164,10359,1379,2603,197.0,185.92857142857142,234,2020-09-04
37,2020-09-06,cnig_provincias,92,5417,562,1184,80.28571428571429,84.57142857142857,160,2020-03-21
39,2020-09-06,cnig_provincias,160,5203,777,1440,111.0,102.85714285714286,178,2020-03-19
41,2020-09-06,cnig_provincias,122,6593,1226,2196,175.14285714285714,156.85714285714286,236,2020-09-04
40,2020-09-06,cnig_provincias,27,3381,249,381,35.57142857142857,27.214285714285715,139,2020-03-20
06,2020-09-06,cnig_provincias,76,2980,626,1102,89.42857142857143,78.71428571428571,122,2020-09-03
30,2020-09-05,cnig_provincias,389,10886,2669,4843,381.2857142857143,345.92857142857144,435,2020-09-02
32,2020-09-05,cnig_provincias,19,2448,182,382,26.0,27.285714285714285,117,2020-04-02
46,2020-09-05,cnig_provincias,307,19042,2010,4630,287.14285714285717,330.7142857142857,430,2020-08-28
27,2020-09-05,cnig_provincias,53,2358,360,771,51.42857142857143,55.07142857142857,109,2020-09-04
42,2020-09-05,cnig_provincias,22,2102,95,174,13.571428571428571,12.428571428571429,83,2020-03-21
05,2020-09-05,cnig_provincias,20,2551,190,362,27.142857142857142,25.857142857142858,89,2020-03-19
23,2020-09-05,cnig_provincias,69,2914,437,802,62.42857142857143,57.285714285714285,103,2020-03-20
52,2020-09-05,cnig_provincias,13,533,144,244,20.571428571428573,17.428571428571427,35,2020-09-01
08,2020-09-05,cnig_provincias,681,100690,6655,13515,950.7142857142857,965.3571428571429,1636,2020-03-20
07,2020-09-05,cnig_provincias,150,11244,1269,2970,181.28571428571428,212.14285714285714,389,2020-08-17
36,2020-09-05,cnig_provincias,73,3915,412,714,58.857142857142854,51.0,168,2020-03-28
47,2020-09-05,cnig_provincias,171,8259,928,2000,132.57142857142858,142.85714285714286,239,2020-08-27
25,2020-09-05,cnig_provincias,57,13440,424,1038,60.57142857142857,74.14285714285714,343,2020-07-18
12,2020-09-05,cnig_provincias,58,3450,402,848,57.42857142857143,60.57142857142857,76,2020-08-22
22,2020-09-05,cnig_provincias,30,4048,229,510,32.714285714285715,36.42857142857143,120,2020-08-04
48,2020-09-05,cnig_provincias,300,21891,2330,4864,332.85714285714283,347.42857142857144,526,2020-08-25
50,2020-09-05,cnig_provincias,270,22168,1595,2972,227.85714285714286,212.28571428571428,745,2020-08-01
09,2020-09-05,cnig_provincias,60,4878,446,796,63.714285714285715,56.857142857142854,132,2020-08-09
17,2020-09-05,cnig_provincias,101,8859,833,1488,119.0,106.28571428571429,178,2020-09-04
11,2020-09-05,cnig_provincias,136,4448,992,1805,141.71428571428572,128.92857142857142,216,2020-09-04
28,2020-09-05,cnig_provincias,2688,161550,23170,42240,3310.0,3017.1428571428573,4597,2020-09-04
34,2020-09-05,cnig_provincias,52,1761,233,389,33.285714285714285,27.785714285714285,52,2020-09-05
44,2020-09-05,cnig_provincias,30,1917,205,300,29.285714285714285,21.428571428571427,75,2020-07-28
21,2020-09-05,cnig_provincias,33,846,123,207,17.571428571428573,14.785714285714286,33,2020-09-05
26,2020-09-05,cnig_provincias,85,6436,623,1253,89.0,89.5,190,2020-03-20
01,2020-09-05,cnig_provincias,99,7349,633,1374,90.42857142857143,98.14285714285714,181,2020-03-18
20,2020-09-05,cnig_provincias,241,8929,1453,2919,207.57142857142858,208.5,254,2020-08-24
16,2020-09-05,cnig_provincias,20,2996,203,323,29.0,23.071428571428573,103,2020-03-20
51,2020-09-05,cnig_provincias,6,361,61,113,8.714285714285714,8.071428571428571,15,2020-08-17
18,2020-09-05,cnig_provincias,109,5515,915,1505,130.71428571428572,107.5,206,2020-09-04
43,2020-09-05,cnig_provincias,69,6672,757,1613,108.14285714285714,115.21428571428571,156,2020-08-27
15,2020-09-05,cnig_provincias,116,8053,786,1719,112.28571428571429,122.78571428571429,186,2020-03-20
04,2020-09-05,cnig_provincias,125,5937,905,1849,129.28571428571428,132.07142857142858,200,2020-08-27
14,2020-09-05,cnig_provincias,95,3996,707,1392,101.0,99.42857142857143,123,2020-08-31
29,2020-09-05,cnig_provincias,254,11438,1948,3902,278.2857142857143,278.7142857142857,360,2020-08-28
49,2020-09-05,cnig_provincias,25,1373,240,406,34.285714285714285,29.0,82,2020-09-03
31,2020-09-05,cnig_provincias,246,11753,1366,2517,195.14285714285714,179.78571428571428,280,2020-08-26
45,2020-09-05,cnig_provincias,275,9905,1628,2881,232.57142857142858,205.78571428571428,296,2020-09-03
10,2020-09-05,cnig_provincias,69,3229,261,460,37.285714285714285,32.857142857142854,139,2020-03-23
24,2020-09-05,cnig_provincias,54,3991,351,716,50.142857142857146,51.142857142857146,133,2020-03-19
